Detected CSV format: v2.1 (with device arch and worker core count)
Using architecture from CSV: blackhole
Architecture: blackhole, Worker cores: 120
Sorting CSV by 'HOST START TS' column...
Using operations after 'decode_1_start'.
Using operations until 'decode_1_end'.
Detected data from 32 devices. Merging device data...

🚀 Performance Report 🚀
========================

ID      Total %  Bound  OP Code                                                 Device   Device Time  Op-to-Op Gap  Cores  DRAM      DRAM %  FLOPs        FLOPs %  Math Fidelity            
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 11472    0.0 %         TilizeWithValPaddingDeviceOperation                          15         3 μs                    1                                                     INT32 => INT32
 21063    0.0 %         InterleavedToShardedDeviceOperation                          17         1 μs        184 μs     32                                                       BF16 => BF16
 21088    0.0 %         PagedUpdateCacheDeviceOperation                              20         3 μs        132 μs     32                                                 BF16, BF16 => BF16
 21114    0.0 %         ConcatDeviceOperation                                        29         8 μs        235 μs    120                                                 BF16, BF16 => BF16
 21159    0.0 %         ConcatDeviceOperation                                        17        29 μs        212 μs    120                                                 BF16, BF16 => BF16
 21187    0.0 %         SdpaDecodeDeviceOperation                                    26        28 μs        237 μs     64                                                 BF16, BF16 => BF16
 21203    0.0 %         TransposeDeviceOperation                                      6         9 μs        150 μs    120                                                       BF16 => BF16
 21243    0.0 %         PermuteDeviceOperation                                       30       367 μs        167 μs    120                                                       BF16 => BF16
 21374    0.0 %         PermuteDeviceOperation                                       22        19 μs        131 μs    120                                                       BF16 => BF16
 21392    0.0 %         ReshapeViewDeviceOperation                                    8        21 μs        155 μs     64                                                       BF16 => BF16
 21424    0.0 %   SLOW  MatmulDeviceOperation 32 x 2048 x 7168                        8        54 μs        193 μs    112  283 GB/s  55.3 %  17.4 TFLOPs    5.6 %  HiFi2 BF16 x BFP8 => BF16
 21469    0.0 %         ReduceScatterDeviceOperation                                  0        80 μs        817 μs     12                                                       BF16 => BF16
 21485    0.0 %         TypecastDeviceOperation                                      11         2 μs        135 μs     28                                                       BF16 => FP32
 21535    0.0 %         BinaryNgDeviceOperation                                      21         2 μs        225 μs    120                                                 FP32, FP32 => FP32
 21558    0.5 %         ReshapeViewDeviceOperation                                   14        35 μs     64,212 μs    120                                                       FP32 => FP32
 21589    0.1 %         ReshapeViewDeviceOperation                                   15        23 μs     11,357 μs     28                                                       FP32 => FP32
 21611    0.0 %         LayerNormPreAllGatherDeviceOperation                          0        15 μs      1,131 μs      1                                                       FP32 => FP32
 21659    0.0 %         SliceDeviceOperation                                         28         1 μs        152 μs      1                                                       FP32 => FP32
 21695    0.0 %         AllGatherDeviceOperation                                      0        46 μs        560 μs     12                                                       FP32 => FP32
 21723    0.0 %         FillPadDeviceOperation                                       28         4 μs        112 μs      8                                                       FP32 => FP32
 21746    0.0 %         TransposeDeviceOperation                                      8         3 μs        167 μs    120                                                       FP32 => FP32
 21796    0.0 %         ReduceDeviceOperation                                        25         2 μs        154 μs     32                                                       FP32 => FP32
 21815    0.0 %         TransposeDeviceOperation                                     15         1 μs        173 μs    120                                                       FP32 => FP32
 21860    0.0 %         BinaryNgDeviceOperation                                      25         4 μs        300 μs    120                                                 FP32, FP32 => FP32
 21878    0.0 %         BinaryNgDeviceOperation                                       7         4 μs        246 μs    120                                                 FP32, FP32 => FP32
 21909    0.0 %         UnaryDeviceOperation                                          6         2 μs        249 μs    120                                                       FP32 => FP32
 21933    0.1 %         ReshapeViewDeviceOperation                                    2         4 μs      7,372 μs     32                                                       FP32 => FP32
 21976    0.0 %         BinaryNgDeviceOperation                                      14        36 μs      1,073 μs    120                                                 FP32, FP32 => FP32
 22016    0.1 %         BinaryNgDeviceOperation                                      22        39 μs     15,738 μs    120                                                 FP32, FP32 => BF16
 22028    0.5 %         ReshapeViewDeviceOperation                                    1        20 μs     63,843 μs     28                                                       BF16 => BF16
 22072    0.0 %         TypecastDeviceOperation                                      14         2 μs      1,094 μs     28                                                       BF16 => FP32
 22117    0.1 %   SLOW  MatmulDeviceOperation 32 x 896 x 256                         26        13 μs     17,028 μs      8   28 GB/s   5.6 %   1.1 TFLOPs   10.0 %  HiFi4 FP32 x BFP8 => FP32
 22143    1.1 %         ReduceScatterDeviceOperation                                  0        59 μs    134,654 μs     12                                                       FP32 => FP32
 22175    1.0 %         AllGatherDeviceOperation                                      0        42 μs    122,494 μs     12                                                       FP32 => FP32
 22193    0.0 %         TypecastDeviceOperation                                       9         1 μs      2,577 μs      8                                                       FP32 => BF16
 22229    0.0 %         TypecastDeviceOperation                                       6         1 μs      1,090 μs      8                                                       FP32 => BF16
 22263    0.6 %         UntilizeWithUnpaddingDeviceOperation                         15         5 μs     76,434 μs      1                                                       BF16 => BF16
 22303    0.1 %         RepeatDeviceOperation                                        23         2 μs      9,611 μs    120                                                       BF16 => BF16
 22334    0.1 %         TilizeDeviceOperation                                        31         3 μs      6,735 μs      1                                                       BF16 => BF16
 22364    0.1 %         DeepseekGroupedGateDeviceOperation                           29        55 μs     18,007 μs      1                                                 BF16, BF16 => BF16
 22385    0.0 %         TypecastDeviceOperation                                       9         1 μs      1,305 μs      1                                                       BF16 => FP32
 22438    0.6 %         ReshapeViewDeviceOperation                                   27         4 μs     66,339 μs     32                                                       FP32 => FP32
 22456    0.1 %         TypecastDeviceOperation                                      14         1 μs     16,028 μs      1                                                    UINT16 => INT32
 22491    0.1 %         ReshapeViewDeviceOperation                                   28         5 μs      8,459 μs     32                                                     INT32 => INT32
 22515    0.7 %         BinaryNgDeviceOperation                                       4        44 μs     82,875 μs    120                                               INT32, INT32 => BF16
 22562    0.1 %         TypecastDeviceOperation                                      20         6 μs     14,215 μs    120                                                       BF16 => FP32
 22602    0.1 %   SLOW  MatmulDeviceOperation b={32} x 32 x 32 x 256                 16        48 μs     16,249 μs      8   46 GB/s   9.0 %   0.3 TFLOPs    3.1 %  HiFi4 FP32 x FP32 => FP32
 22624    0.6 %         ReshapeViewDeviceOperation                                   22        21 μs     68,818 μs      8                                                       FP32 => FP32
 22658    0.1 %         ConcatDeviceOperation                                        20         2 μs      7,497 μs     32                                                 FP32, FP32 => FP32
 22687    1.0 %         AllGatherDeviceOperation                                      0        33 μs    123,576 μs     12                                                       FP32 => FP32
 22699    0.0 %         ReshapeViewDeviceOperation                                    0         4 μs      3,349 μs     32                                                     INT32 => INT32
 22751    1.2 %         AllGatherDeviceOperation                                      0       207 μs    142,497 μs     20                                                       BF16 => BF16
 22783    1.2 %         AllGatherDeviceOperation                                      0     1,724 μs    147,689 μs     20                                                       BF16 => BF16
 22815    1.0 %         AllGatherDeviceOperation                                      0        63 μs    123,471 μs     12                                                     INT32 => INT32
 22841    0.7 %         UntilizeWithUnpaddingDeviceOperation                         13       161 μs     89,193 μs    112                                                       BF16 => BF16
 22869    0.2 %         TypecastDeviceOperation                                       6         3 μs     25,756 μs    120                                                    INT32 => UINT16
 22908    0.7 %         UntilizeWithUnpaddingDeviceOperation                         29         3 μs     88,512 μs     64                                                   UINT16 => UINT16
 22942    1.1 %         AllToAllDispatchDeviceOperation                               5       210 μs    127,822 μs      2                                               BF16, UINT16 => BF16
 22956    0.8 %         TilizeWithValPaddingDeviceOperation                           1         8 μs     97,537 μs    103                                                   UINT16 => UINT16
 23012    0.2 %         TypecastDeviceOperation                                      25        12 μs     20,065 μs    120                                                    UINT16 => INT32
 23043    0.8 %         TilizeWithValPaddingDeviceOperation                          24     1,643 μs     88,998 μs    112                                                       BF16 => BF16
 23052    0.1 %         ReshapeViewDeviceOperation                                    1        21 μs      7,931 μs     16                                                     INT32 => INT32
 23097    0.0 %         TypecastDeviceOperation                                      13         3 μs        999 μs    120                                                       FP32 => BF16
 23121    0.1 %         UntilizeDeviceOperation                                       9         7 μs     13,003 μs     16                                                       BF16 => BF16
 23167    0.6 %         TypecastDeviceOperation                                      23         2 μs     76,582 μs     16                                                    INT32 => UINT16
 23187    0.1 %         UntilizeWithUnpaddingDeviceOperation                          4        10 μs     13,279 μs     16                                                   UINT16 => UINT16
 23242    1.1 %         MoeExpertTokenRemapDeviceOperation                           19       172 μs    130,610 μs    120                                               BF16, UINT16 => BF16
 23262    0.9 %         TilizeWithValPaddingDeviceOperation                          31         2 μs    110,529 μs      1                                                   UINT16 => UINT16
 23275    0.9 %         TypecastDeviceOperation                                       0         1 μs    113,166 μs      1                                                     UINT16 => FP32
 23321    1.7 %         ReshapeViewDeviceOperation                                   13       766 μs    207,392 μs    120                                                       BF16 => BF16
 23361    0.8 %         ReshapeViewDeviceOperation                                   21         3 μs     98,721 μs     16                                                       FP32 => FP32
 23378    0.0 %         TypecastDeviceOperation                                       8         1 μs      2,204 μs     16                                                       FP32 => BF16
 23431    0.9 %         UntilizeWithUnpaddingDeviceOperation                         19         1 μs    105,272 μs     16                                                       BF16 => BF16
 23440    1.0 %         UnaryDeviceOperation                                         10       191 μs    116,468 μs    120                                                 BF16, BF16 => BF16
 23483    1.0 %   SLOW  SparseMatmulDeviceOperation b={128} x 32 x 7168 x 4096       28     3,001 μs    118,020 μs     64   81 GB/s  15.9 %  80.2 TFLOPs   22.6 %   LoFi BF16 x BFP8 => BF16
 23512    0.9 %         SliceDeviceOperation                                         14        99 μs    104,336 μs    120                                                       BF16 => BF16
 23561    0.9 %         SliceDeviceOperation                                         17       100 μs    102,644 μs    120                                                       BF16 => BF16
 23574    1.0 %         BinaryNgDeviceOperation                                       7       138 μs    118,792 μs    120                                                 BF16, BF16 => BF16
 23622    0.9 %         TypecastDeviceOperation                                      27         1 μs    113,955 μs     16                                                     UINT16 => BF16
 23640    0.0 %         UnaryDeviceOperation                                         14       320 μs      1,287 μs    120                                                 BF16, BF16 => BF16
 23689    1.0 %   SLOW  SparseMatmulDeviceOperation b={128} x 32 x 2048 x 7168       17     2,563 μs    119,268 μs     56   75 GB/s  14.7 %  46.9 TFLOPs   15.2 %   LoFi BF16 x BFP8 => BF16
 23706    0.9 %         TransposeDeviceOperation                                     12       318 μs    107,120 μs    120                                                       BF16 => BF16
 23731    1.1 %         UntilizeDeviceOperation                                       4       470 μs    136,732 μs    114                                                       BF16 => BF16
 23767    1.0 %         FullDeviceOperation                                          15        70 μs    115,911 μs    120                                                            => BF16
 23790    1.1 %         AllToAllCombineDeviceOperation                                4     1,006 μs    132,433 μs      2                                               BF16, UINT16 => BF16
 23835    1.0 %         DeepseekMoEPostCombineTilizeDeviceOperation                  28        51 μs    120,713 μs     64                                                       BF16 => BF16
 23852    0.9 %         CopyDeviceOperation                                           1        59 μs    113,698 μs    120                                                       BF16 => BF16
 23903    1.7 %         ReduceScatterDeviceOperation                                  0       481 μs    203,359 μs     20                                                       BF16 => BF16
 23935    1.6 %         AllGatherDeviceOperation                                      0       218 μs    188,266 μs     20                                                       BF16 => BF16
 23957    1.1 %         UntilizeDeviceOperation                                       6       306 μs    126,532 μs     56                                                       BF16 => BF16
 23983    1.3 %         MeshPartitionDeviceOperation                                 22        25 μs    154,414 μs    120                                                       BF16 => BF16
 24040    1.4 %         MeshPartitionDeviceOperation                                  3         3 μs    167,512 μs    120                                                       BF16 => BF16
 24069    1.1 %         TilizeDeviceOperation                                        26        12 μs    132,576 μs      8                                                       BF16 => BF16
 24080    0.0 %         TypecastDeviceOperation                                      10         5 μs      1,213 μs    120                                                       BF16 => FP32
 24118    1.1 %         ReshapeViewDeviceOperation                                    7        14 μs    134,131 μs    120                                                       FP32 => FP32
 24143    1.2 %   SLOW  MatmulDeviceOperation b={32} x 32 x 256 x 32                 11        89 μs    146,638 μs      1   25 GB/s   4.9 %   0.2 TFLOPs   13.7 %  HiFi4 FP32 x FP32 => FP32
 24195    1.2 %         ReshapeViewDeviceOperation                                   24        38 μs    139,778 μs      1                                                       FP32 => FP32
 24233    1.2 %         TransposeDeviceOperation                                     17         1 μs    138,958 μs    120                                                       FP32 => FP32
 24247    1.1 %         ReshapeViewDeviceOperation                                   15         4 μs    133,251 μs      8                                                       FP32 => FP32
 24285    0.0 %         BinaryNgDeviceOperation                                      30        11 μs      1,271 μs    120                                                 FP32, FP32 => FP32
 24318    1.2 %         PermuteDeviceOperation                                       31        35 μs    143,813 μs    120                                                       FP32 => FP32
 24344    1.3 %         ReduceDeviceOperation                                        14        24 μs    155,548 μs    120                                                       FP32 => FP32
 24376    1.2 %         PermuteDeviceOperation                                       14        18 μs    144,084 μs    120                                                       FP32 => FP32
 24416    1.1 %         TypecastDeviceOperation                                      22         2 μs    136,171 μs     28                                                       FP32 => BF16
 24432    1.2 %   SLOW  MatmulDeviceOperation 32 x 896 x 2048                        10        17 μs    146,406 μs     64  117 GB/s  22.8 %   6.8 TFLOPs    3.8 %  HiFi2 BF16 x BFP8 => BF16
 24479    1.7 %         ReduceScatterDeviceOperation                                  0        66 μs    198,862 μs     12                                                       BF16 => BF16
 24511    1.5 %         AllGatherDeviceOperation                                      0        43 μs    175,037 μs     12                                                       BF16 => BF16
 24552    0.0 %         TypecastDeviceOperation                                      18         2 μs      1,293 μs     64                                                       BF16 => FP32
 24572    0.0 %   SLOW  MatmulDeviceOperation 32 x 896 x 2048                        29        17 μs        248 μs     64  117 GB/s  22.8 %   6.8 TFLOPs    3.8 %  HiFi2 BF16 x BFP8 => BF16
 24607    0.0 %         ReduceScatterDeviceOperation                                  0        71 μs      2,088 μs     12                                                       BF16 => BF16
 24639    0.0 %         AllGatherDeviceOperation                                      0        33 μs        430 μs     12                                                       BF16 => BF16
 24666    0.0 %         TypecastDeviceOperation                                      12         2 μs        143 μs     64                                                       BF16 => FP32
 24687    0.0 %         BinaryNgDeviceOperation                                      11         5 μs        288 μs    120                                                 FP32, FP32 => BF16
 24745    1.3 %   SLOW  MatmulDeviceOperation 32 x 2048 x 896                        17        30 μs    158,465 μs     28   68 GB/s  13.3 %   4.0 TFLOPs    5.1 %  HiFi2 BF16 x BFP8 => BF16
 24756    1.3 %         BinaryNgDeviceOperation                                       5         2 μs    159,544 μs    120                                                 BF16, BF16 => FP32
 24798    0.0 %         BinaryNgDeviceOperation                                      31         2 μs      1,775 μs    120                                                 FP32, FP32 => FP32
 24814    0.0 %         LayerNormPreAllGatherDeviceOperation                          0        15 μs        447 μs      1                                                       FP32 => FP32
 24857    0.0 %         SliceDeviceOperation                                          7         1 μs        154 μs      1                                                       FP32 => FP32
 24898    0.0 %         AllGatherDeviceOperation                                      0        47 μs        670 μs     12                                                       FP32 => FP32
 24910    0.0 %         FillPadDeviceOperation                                        0         4 μs        111 μs      8                                                       FP32 => FP32
 24962    0.0 %         TransposeDeviceOperation                                     23         3 μs        173 μs    120                                                       FP32 => FP32
 24999    0.0 %         ReduceDeviceOperation                                        25         2 μs        150 μs     32                                                       FP32 => FP32
 25037    0.0 %         TransposeDeviceOperation                                     16         1 μs        180 μs    120                                                       FP32 => FP32
 25042    0.0 %         BinaryNgDeviceOperation                                      11         4 μs        252 μs    120                                                 FP32, FP32 => FP32
 25095    0.0 %         BinaryNgDeviceOperation                                      25         4 μs        237 μs    120                                                 FP32, FP32 => FP32
 25106    0.0 %         UnaryDeviceOperation                                         11         2 μs        234 μs    120                                                       FP32 => FP32
 25151    0.0 %         BinaryNgDeviceOperation                                      29         8 μs        237 μs    120                                                 FP32, FP32 => FP32
 25172    1.3 %         BinaryNgDeviceOperation                                       9        13 μs    158,376 μs    120                                                 FP32, FP32 => FP32
 25201    1.4 %   SLOW  MatmulDeviceOperation 32 x 896 x 129280                       3       440 μs    162,747 μs    119  301 GB/s  58.8 %  16.8 TFLOPs   10.2 %  HiFi4 FP32 x BFP8 => FP32
 25250    1.8 %         ReduceScatterDeviceOperation                                  0       277 μs    219,111 μs     20                                                       FP32 => FP32
 25282    1.8 %         AllGatherDeviceOperation                                      0       226 μs    222,032 μs     20                                                       FP32 => FP32
 25304    1.4 %         UntilizeDeviceOperation                                       6       103 μs    171,435 μs    119                                                       FP32 => FP32
 25348    1.3 %         ArgMaxDeviceOperation                                        21     1,268 μs    155,548 μs    120                                                     FP32 => UINT32
 25378    1.2 %         TilizeWithValPaddingDeviceOperation                          23         4 μs    146,952 μs      1                                                   UINT32 => UINT32
 25400    1.3 %         TypecastDeviceOperation                                       6         1 μs    161,772 μs      1                                                    UINT32 => INT32
 25442    1.4 %         AllGatherDeviceOperation                                      0        21 μs    173,968 μs      4                                                     INT32 => INT32
 25480    1.4 %         BinaryNgDeviceOperation                                      26         2 μs    167,387 μs    120                                              INT32, INT32 => INT32

These ops have a >6 μs gap since the previous operation. Running with tracing could save 12021977 μs (99.8% of overall time)
Alternatively ensure device is not waiting for the host and use device.enable_async(True). Experts can try moving runtime args in the kernels to compile-time args.

Matmul Optimization
-------------------
 12089    0.1 %   SLOW  MatmulDeviceOperation 32 x 896 x 2304                        23        18 μs     17,287 μs     72  125 GB/s  24.3 %   7.3 TFLOPs    3.6 %  HiFi2 BF16 x BFP8 => BF16
- If possible place input 0 in L1 (currently in DEV_0_DRAM_INTERLEAVED)
- Output subblock 1x1 is small, try out_subblock_h * out_subblock_w >= 2 if possible
- If your matmuls are not FLOP-bound use HiFi4 with BF16 activations for full accuracy

 13898    0.1 %   SLOW  MatmulDeviceOperation 32 x 128 x 128                         10         3 μs     14,618 μs      4   12 GB/s   2.3 %   0.4 TFLOPs    3.5 %  HiFi2 BF16 x BFP8 => BF16
- If possible place input 0 in L1 (currently in DEV_0_DRAM_INTERLEAVED)
- Output subblock 1x1 is small, try out_subblock_h * out_subblock_w >= 2 if possible
- If your matmuls are not FLOP-bound use HiFi4 with BF16 activations for full accuracy

 14262    0.2 %   SLOW  MatmulDeviceOperation 32 x 1536 x 3072                       29        36 μs     19,053 μs     96  140 GB/s  27.4 %   8.5 TFLOPs    3.2 %  HiFi2 BF16 x BFP8 => BF16
- If possible place input 0 in L1 (currently in DEV_0_DRAM_INTERLEAVED)
- Output subblock 1x1 is small, try out_subblock_h * out_subblock_w >= 2 if possible
- If your matmuls are not FLOP-bound use HiFi4 with BF16 activations for full accuracy

 14436    0.1 %   SLOW  MatmulDeviceOperation b={16} x 32 x 128 x 512                16        30 μs     17,240 μs     16   57 GB/s  11.0 %   2.2 TFLOPs    5.0 %  HiFi2 BF16 x BFP8 => BF16
- If possible place input 0 in L1 (currently in DEV_0_DRAM_INTERLEAVED)
- Output subblock 1x1 is small, try out_subblock_h * out_subblock_w >= 2 if possible
- If your matmuls are not FLOP-bound use HiFi4 with BF16 activations for full accuracy

 16269    0.1 %   SLOW  MatmulDeviceOperation b={16} x 32 x 512 x 128                 4        97 μs     16,697 μs      4   18 GB/s   3.4 %   0.7 TFLOPs    6.2 %  HiFi2 BF16 x BFP8 => BF16
- If possible place input 0 in L1 (currently in DEV_0_DRAM_INTERLEAVED)
- Output subblock 1x1 is small, try out_subblock_h * out_subblock_w >= 2 if possible
- If your matmuls are not FLOP-bound use HiFi4 with BF16 activations for full accuracy

 16405    0.2 %   SLOW  MatmulDeviceOperation 32 x 2048 x 7168                       28        54 μs     18,573 μs    112  283 GB/s  55.2 %  17.4 TFLOPs    5.6 %  HiFi2 BF16 x BFP8 => BF16
- If possible place input 0 in L1 (currently in DEV_0_DRAM_INTERLEAVED)
- in0_block_w=2 and output subblock 1x2 look good 🤷
- If your matmuls are not FLOP-bound use HiFi4 with BF16 activations for full accuracy

 16937    0.2 %   SLOW  MatmulDeviceOperation 128 x 896 x 4608                        2        30 μs     19,769 μs     72  187 GB/s  36.6 %  35.7 TFLOPs   17.9 %  HiFi2 BF16 x BFP8 => BF16
- If possible place input 0 in L1 (currently in DEV_0_DRAM_INTERLEAVED)
- in0_block_w=2 and output subblock 2x2 look good 🤷
- If your matmuls are not FLOP-bound use HiFi4 with BF16 activations for full accuracy

 17092    0.0 %   SLOW  MatmulDeviceOperation 128 x 896 x 4608                       18        30 μs      1,261 μs     72  187 GB/s  36.4 %  35.6 TFLOPs   17.9 %  HiFi2 BF16 x BFP8 => BF16
- If possible place input 0 in L1 (currently in DEV_0_DRAM_INTERLEAVED)
- in0_block_w=2 and output subblock 2x2 look good 🤷
- If your matmuls are not FLOP-bound use HiFi4 with BF16 activations for full accuracy

 17229    0.2 %   SLOW  MatmulDeviceOperation 128 x 4608 x 896                        9        92 μs     18,564 μs     28   60 GB/s  11.7 %  11.4 TFLOPs   14.8 %  HiFi2 BF16 x BFP8 => BF16
- If possible place input 0 in L1 (currently in DEV_0_DRAM_INTERLEAVED)
- in0_block_w=2 and output subblock 4x1 look good 🤷
- If your matmuls are not FLOP-bound use HiFi4 with BF16 activations for full accuracy

 17760    0.0 %   SLOW  MatmulDeviceOperation 32 x 896 x 2304                        20        18 μs        208 μs     72  125 GB/s  24.3 %   7.2 TFLOPs    3.6 %  HiFi2 BF16 x BFP8 => BF16
- If possible place input 0 in L1 (currently in DEV_0_DRAM_INTERLEAVED)
- Output subblock 1x1 is small, try out_subblock_h * out_subblock_w >= 2 if possible
- If your matmuls are not FLOP-bound use HiFi4 with BF16 activations for full accuracy

 19079    0.0 %   SLOW  MatmulDeviceOperation 32 x 128 x 128                         17         3 μs        200 μs      4   12 GB/s   2.4 %   0.4 TFLOPs    3.6 %  HiFi2 BF16 x BFP8 => BF16
- If possible place input 0 in L1 (currently in DEV_0_DRAM_INTERLEAVED)
- Output subblock 1x1 is small, try out_subblock_h * out_subblock_w >= 2 if possible
- If your matmuls are not FLOP-bound use HiFi4 with BF16 activations for full accuracy

 19282    0.0 %   SLOW  MatmulDeviceOperation 32 x 1536 x 3072                        5        36 μs        203 μs     96  140 GB/s  27.4 %   8.5 TFLOPs    3.2 %  HiFi2 BF16 x BFP8 => BF16
- If possible place input 0 in L1 (currently in DEV_0_DRAM_INTERLEAVED)
- Output subblock 1x1 is small, try out_subblock_h * out_subblock_w >= 2 if possible
- If your matmuls are not FLOP-bound use HiFi4 with BF16 activations for full accuracy

 19464    0.0 %   SLOW  MatmulDeviceOperation b={16} x 32 x 128 x 512                16        30 μs        160 μs     16   57 GB/s  11.2 %   2.3 TFLOPs    5.1 %  HiFi2 BF16 x BFP8 => BF16
- If possible place input 0 in L1 (currently in DEV_0_DRAM_INTERLEAVED)
- Output subblock 1x1 is small, try out_subblock_h * out_subblock_w >= 2 if possible
- If your matmuls are not FLOP-bound use HiFi4 with BF16 activations for full accuracy

 21307    0.0 %   SLOW  MatmulDeviceOperation b={16} x 32 x 512 x 128                30        97 μs          1 μs      4   18 GB/s   3.4 %   0.7 TFLOPs    6.3 %  HiFi2 BF16 x BFP8 => BF16
- If possible place input 0 in L1 (currently in DEV_0_DRAM_INTERLEAVED)
- Output subblock 1x1 is small, try out_subblock_h * out_subblock_w >= 2 if possible
- If your matmuls are not FLOP-bound use HiFi4 with BF16 activations for full accuracy

 21424    0.0 %   SLOW  MatmulDeviceOperation 32 x 2048 x 7168                        8        54 μs        193 μs    112  283 GB/s  55.3 %  17.4 TFLOPs    5.6 %  HiFi2 BF16 x BFP8 => BF16
- If possible place input 0 in L1 (currently in DEV_0_DRAM_INTERLEAVED)
- in0_block_w=2 and output subblock 1x2 look good 🤷
- If your matmuls are not FLOP-bound use HiFi4 with BF16 activations for full accuracy

 22117    0.1 %   SLOW  MatmulDeviceOperation 32 x 896 x 256                         26        13 μs     17,028 μs      8   28 GB/s   5.6 %   1.1 TFLOPs   10.0 %  HiFi4 FP32 x BFP8 => FP32
- If possible place input 0 in L1 (currently in DEV_0_DRAM_INTERLEAVED)
- Output subblock 1x1 is small, try out_subblock_h * out_subblock_w >= 2 if possible
- HiFi2 is sufficient for BFP8 multiplication and has 2x the throughput of HiFi4

 22602    0.1 %   SLOW  MatmulDeviceOperation b={32} x 32 x 32 x 256                 16        48 μs     16,249 μs      8   46 GB/s   9.0 %   0.3 TFLOPs    3.1 %  HiFi4 FP32 x FP32 => FP32
- If possible place input 0 in L1 (currently in DEV_0_DRAM_INTERLEAVED)
- in0_block_w=1 is small, try in0_block_w=2 or above
- Output subblock 1x1 is small, try out_subblock_h * out_subblock_w >= 2 if possible
- HiFi2 is sufficient for BFP8 multiplication and has 2x the throughput of HiFi4

 23483    1.0 %   SLOW  SparseMatmulDeviceOperation b={128} x 32 x 7168 x 4096       28     3,001 μs    118,020 μs     64   81 GB/s  15.9 %  80.2 TFLOPs   22.6 %   LoFi BF16 x BFP8 => BF16
- If possible place input 0 in L1 (currently in DEV_0_DRAM_INTERLEAVED)
- Output subblock 1x1 is small, try out_subblock_h * out_subblock_w >= 2 if possible
- Use HiFi2 or HiFi4 with BF16 activations for improved accuracy

 23689    1.0 %   SLOW  SparseMatmulDeviceOperation b={128} x 32 x 2048 x 7168       17     2,563 μs    119,268 μs     56   75 GB/s  14.7 %  46.9 TFLOPs   15.2 %   LoFi BF16 x BFP8 => BF16
- If possible place input 0 in L1 (currently in DEV_0_DRAM_INTERLEAVED)
- Output subblock 1x1 is small, try out_subblock_h * out_subblock_w >= 2 if possible
- Use HiFi2 or HiFi4 with BF16 activations for improved accuracy

 24143    1.2 %   SLOW  MatmulDeviceOperation b={32} x 32 x 256 x 32                 11        89 μs    146,638 μs      1   25 GB/s   4.9 %   0.2 TFLOPs   13.7 %  HiFi4 FP32 x FP32 => FP32
- If possible place input 0 in L1 (currently in DEV_0_DRAM_INTERLEAVED)
- Output subblock 1x1 is small, try out_subblock_h * out_subblock_w >= 2 if possible
- HiFi2 is sufficient for BFP8 multiplication and has 2x the throughput of HiFi4

 24432    1.2 %   SLOW  MatmulDeviceOperation 32 x 896 x 2048                        10        17 μs    146,406 μs     64  117 GB/s  22.8 %   6.8 TFLOPs    3.8 %  HiFi2 BF16 x BFP8 => BF16
- If possible place input 0 in L1 (currently in DEV_0_DRAM_INTERLEAVED)
- Output subblock 1x1 is small, try out_subblock_h * out_subblock_w >= 2 if possible
- If your matmuls are not FLOP-bound use HiFi4 with BF16 activations for full accuracy

 24572    0.0 %   SLOW  MatmulDeviceOperation 32 x 896 x 2048                        29        17 μs        248 μs     64  117 GB/s  22.8 %   6.8 TFLOPs    3.8 %  HiFi2 BF16 x BFP8 => BF16
- If possible place input 0 in L1 (currently in DEV_0_DRAM_INTERLEAVED)
- Output subblock 1x1 is small, try out_subblock_h * out_subblock_w >= 2 if possible
- If your matmuls are not FLOP-bound use HiFi4 with BF16 activations for full accuracy

 24745    1.3 %   SLOW  MatmulDeviceOperation 32 x 2048 x 896                        17        30 μs    158,465 μs     28   68 GB/s  13.3 %   4.0 TFLOPs    5.1 %  HiFi2 BF16 x BFP8 => BF16
- If possible place input 0 in L1 (currently in DEV_0_DRAM_INTERLEAVED)
- Output subblock 1x1 is small, try out_subblock_h * out_subblock_w >= 2 if possible
- If your matmuls are not FLOP-bound use HiFi4 with BF16 activations for full accuracy

 25201    1.4 %   SLOW  MatmulDeviceOperation 32 x 896 x 129280                       3       440 μs    162,747 μs    119  301 GB/s  58.8 %  16.8 TFLOPs   10.2 %  HiFi4 FP32 x BFP8 => FP32
- If possible place input 0 in L1 (currently in DEV_0_DRAM_INTERLEAVED)
- in0_block_w=2 and output subblock 1x2 look good 🤷
- HiFi2 is sufficient for BFP8 multiplication and has 2x the throughput of HiFi4

Warning: Unclassified operation 'ReshapeViewDeviceOperation' found. Please add to OPERATION_CATEGORIES for proper classification.
Warning: Unclassified operation 'LayerNormPreAllGatherDeviceOperation' found. Please add to OPERATION_CATEGORIES for proper classification.
Warning: Unclassified operation 'AllGatherDeviceOperation' found. Please add to OPERATION_CATEGORIES for proper classification.
Warning: Unclassified operation 'FastReduceNCDeviceOperation' found. Please add to OPERATION_CATEGORIES for proper classification.
Warning: Unclassified operation 'RepeatDeviceOperation' found. Please add to OPERATION_CATEGORIES for proper classification.
Warning: Unclassified operation 'SdpaDecodeDeviceOperation' found. Please add to OPERATION_CATEGORIES for proper classification.
Warning: Unclassified operation 'DeepseekGroupedGateDeviceOperation' found. Please add to OPERATION_CATEGORIES for proper classification.
