2025-12-04 19:54:13.849 (   0.000s) [        CE2D1B80]   plugin_attributes.cc:58       1| PluginAttributes::PJRT_Plugin_Initialize
2025-12-04 19:55:24.742 (  70.893s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.743 (  70.893s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.743 (  70.893s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.743 (  70.893s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.743 (  70.893s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.743 (  70.893s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.743 (  70.894s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.743 (  70.894s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.743 (  70.894s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.743 (  70.894s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.743 (  70.894s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.743 (  70.894s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.743 (  70.894s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.743 (  70.894s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.743 (  70.894s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.743 (  70.894s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.743 (  70.894s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.743 (  70.894s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.743 (  70.894s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.743 (  70.894s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.743 (  70.894s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.744 (  70.894s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.744 (  70.894s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.744 (  70.894s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.744 (  70.894s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.744 (  70.894s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.744 (  70.895s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.744 (  70.895s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.744 (  70.895s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.744 (  70.895s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.744 (  70.895s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.744 (  70.895s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.744 (  70.895s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.744 (  70.895s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.744 (  70.895s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.744 (  70.895s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.744 (  70.895s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.744 (  70.895s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.744 (  70.895s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.744 (  70.895s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.744 (  70.895s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.744 (  70.895s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.745 (  70.895s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.745 (  70.895s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.745 (  70.895s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.745 (  70.895s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.745 (  70.895s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.745 (  70.896s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.745 (  70.896s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.745 (  70.896s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.745 (  70.896s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.745 (  70.896s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.745 (  70.896s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.745 (  70.896s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.745 (  70.896s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.745 (  70.896s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.745 (  70.896s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.745 (  70.896s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.745 (  70.896s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.745 (  70.896s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.745 (  70.896s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.745 (  70.896s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.745 (  70.896s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.746 (  70.896s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.746 (  70.896s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.746 (  70.896s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.746 (  70.896s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.746 (  70.896s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.746 (  70.896s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.746 (  70.897s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.746 (  70.897s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.746 (  70.897s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.746 (  70.897s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.746 (  70.897s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.746 (  70.897s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.746 (  70.897s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.746 (  70.897s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.746 (  70.897s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.746 (  70.897s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.746 (  70.897s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.746 (  70.897s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.746 (  70.897s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.746 (  70.897s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.747 (  70.897s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.747 (  70.897s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.747 (  70.897s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.747 (  70.897s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.747 (  70.897s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.747 (  70.897s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.747 (  70.898s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.747 (  70.898s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.747 (  70.898s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.747 (  70.898s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.747 (  70.898s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.747 (  70.898s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.747 (  70.898s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.747 (  70.898s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.747 (  70.898s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.747 (  70.898s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.747 (  70.898s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.747 (  70.898s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.747 (  70.898s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.747 (  70.898s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.747 (  70.898s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.747 (  70.898s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.748 (  70.898s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.748 (  70.898s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.748 (  70.898s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.748 (  70.898s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.748 (  70.898s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.748 (  70.898s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.748 (  70.899s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.748 (  70.899s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.748 (  70.899s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.748 (  70.899s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.765 (  70.916s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.782 (  70.933s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.799 (  70.950s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.816 (  70.966s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.837 (  70.988s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.854 (  71.005s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.872 (  71.022s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.889 (  71.040s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.905 (  71.056s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.922 (  71.073s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.939 (  71.090s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.957 (  71.107s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.973 (  71.124s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:24.991 (  71.142s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:25.008 (  71.159s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:25.025 (  71.176s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:25.042 (  71.193s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:25.058 (  71.209s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:25.075 (  71.226s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:25.092 (  71.242s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:25.108 (  71.259s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:25.127 (  71.277s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:25.143 (  71.294s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:25.159 (  71.310s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:25.176 (  71.326s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:25.191 (  71.342s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:25.208 (  71.359s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:25.225 (  71.375s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:25.241 (  71.392s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:25.257 (  71.408s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:25.274 (  71.424s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:25.291 (  71.441s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:25.291 (  71.441s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:25.291 (  71.441s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:25.291 (  71.442s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:25.291 (  71.442s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:25.291 (  71.442s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:25.291 (  71.442s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:25.291 (  71.442s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:25.291 (  71.442s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:25.291 (  71.442s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:25.291 (  71.442s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:25.291 (  71.442s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:25.291 (  71.442s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:25.291 (  71.442s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:25.291 (  71.442s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:25.291 (  71.442s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:25.291 (  71.442s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:25.291 (  71.442s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:25.292 (  71.442s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:25.292 (  71.442s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:25.292 (  71.442s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:25.292 (  71.442s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:25.292 (  71.442s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:25.292 (  71.443s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:25.292 (  71.443s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:25.292 (  71.443s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:25.292 (  71.443s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:25.292 (  71.443s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:25.292 (  71.443s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:25.292 (  71.443s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:25.292 (  71.443s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:25.292 (  71.443s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:25.292 (  71.443s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:25.292 (  71.443s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:25.292 (  71.443s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:25.292 (  71.443s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:25.293 (  71.443s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:25.293 (  71.443s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:25.293 (  71.443s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:25.293 (  71.443s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:25.293 (  71.443s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:25.293 (  71.444s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:25.293 (  71.444s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:25.293 (  71.444s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:25.293 (  71.444s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:25.293 (  71.444s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:25.293 (  71.444s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:25.293 (  71.444s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:25.293 (  71.444s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:25.293 (  71.444s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:25.293 (  71.444s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:25.293 (  71.444s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:25.293 (  71.444s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:25.293 (  71.444s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-12-04 19:55:25.293 (  71.444s) [        CE2D1B80]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
