WARNING:root:Defaulting to PJRT_DEVICE=CPU
Using TT-Metal from the source tree: /localdev/hshah/tt-xla/third_party/tt-mlir/src/tt-mlir/third_party/tt-metal/src/tt-metal
WARNING: TT plugin is setting XLA_STABLEHLO_COMPILE to 1. This is required for TT PJRT plugin to work correctly.
============================= test session starts ==============================
platform linux -- Python 3.11.14, pytest-8.4.2, pluggy-1.6.0 -- /localdev/hshah/tt-xla/venv/bin/python
cachedir: .pytest_cache
rootdir: /localdev/hshah/tt-xla
configfile: pytest.ini
plugins: anyio-4.11.0, jaxtyping-0.3.3, forked-1.6.0, split-0.10.0
collecting ... collected 1 item

tests/torch/single_chip/graphs/test_simple_matmul.py::test_matmul_incorrect_sharding 2025-10-23 04:30:13.548 (   0.000s) [        2146C480]      dylib_platform.cc:47       1| DylibPlatform::SubclassInitialize
        %33 = "ttnn.point_to_point"(%17, %32) <{receive_coord = array<i64: 0, 3>, send_coord = array<i64: 0, 1>}> : (tensor<2048x1x256xbf16, #ttnn_layout11>, tensor<2048x1x256xbf16, #ttnn_layout11>) -> tensor<2048x1x256xbf16, #ttnn_layout11>
        %34 = "ttnn.point_to_point"(%18, %33) <{receive_coord = array<i64: 0, 4>, send_coord = array<i64: 0, 1>}> : (tensor<2048x1x256xbf16, #ttnn_layout11>, tensor<2048x1x256xbf16, #ttnn_layout11>) -> tensor<2048x1x256xbf16, #ttnn_layout11>
        %35 = "ttnn.point_to_point"(%19, %34) <{receive_coord = array<i64: 0, 5>, send_coord = array<i64: 0, 1>}> : (tensor<2048x1x256xbf16, #ttnn_layout11>, tensor<2048x1x256xbf16, #ttnn_layout11>) -> tensor<2048x1x256xbf16, #ttnn_layout11>
        %36 = "ttnn.point_to_point"(%20, %35) <{receive_coord = array<i64: 0, 6>, send_coord = array<i64: 0, 1>}> : (tensor<2048x1x256xbf16, #ttnn_layout11>, tensor<2048x1x256xbf16, #ttnn_layout11>) -> tensor<2048x1x256xbf16, #ttnn_layout11>
        %37 = "ttnn.point_to_point"(%21, %36) <{receive_coord = array<i64: 0, 7>, send_coord = array<i64: 0, 1>}> : (tensor<2048x1x256xbf16, #ttnn_layout11>, tensor<2048x1x256xbf16, #ttnn_layout11>) -> tensor<2048x1x256xbf16, #ttnn_layout11>
        %38 = "ttnn.point_to_point"(%14) <{receive_coord = array<i64: 0, 0>, send_coord = array<i64: 0, 2>}> : (tensor<2048x1x256xbf16, #ttnn_layout11>) -> tensor<2048x1x256xbf16, #ttnn_layout11>
        %39 = "ttnn.point_to_point"(%15, %38) <{receive_coord = array<i64: 0, 1>, send_coord = array<i64: 0, 2>}> : (tensor<2048x1x256xbf16, #ttnn_layout11>, tensor<2048x1x256xbf16, #ttnn_layout11>) -> tensor<2048x1x256xbf16, #ttnn_layout11>
        %40 = "ttnn.point_to_point"(%16, %39) <{receive_coord = array<i64: 0, 2>, send_coord = array<i64: 0, 2>}> : (tensor<2048x1x256xbf16, #ttnn_layout11>, tensor<2048x1x256xbf16, #ttnn_layout11>) -> tensor<2048x1x256xbf16, #ttnn_layout11>
        %41 = "ttnn.point_to_point"(%17, %40) <{receive_coord = array<i64: 0, 3>, send_coord = array<i64: 0, 2>}> : (tensor<2048x1x256xbf16, #ttnn_layout11>, tensor<2048x1x256xbf16, #ttnn_layout11>) -> tensor<2048x1x256xbf16, #ttnn_layout11>
        %42 = "ttnn.point_to_point"(%18, %41) <{receive_coord = array<i64: 0, 4>, send_coord = array<i64: 0, 2>}> : (tensor<2048x1x256xbf16, #ttnn_layout11>, tensor<2048x1x256xbf16, #ttnn_layout11>) -> tensor<2048x1x256xbf16, #ttnn_layout11>
        %43 = "ttnn.point_to_point"(%19, %42) <{receive_coord = array<i64: 0, 5>, send_coord = array<i64: 0, 2>}> : (tensor<2048x1x256xbf16, #ttnn_layout11>, tensor<2048x1x256xbf16, #ttnn_layout11>) -> tensor<2048x1x256xbf16, #ttnn_layout11>
        %44 = "ttnn.point_to_point"(%20, %43) <{receive_coord = array<i64: 0, 6>, send_coord = array<i64: 0, 2>}> : (tensor<2048x1x256xbf16, #ttnn_layout11>, tensor<2048x1x256xbf16, #ttnn_layout11>) -> tensor<2048x1x256xbf16, #ttnn_layout11>
        %45 = "ttnn.point_to_point"(%21, %44) <{receive_coord = array<i64: 0, 7>, send_coord = array<i64: 0, 2>}> : (tensor<2048x1x256xbf16, #ttnn_layout11>, tensor<2048x1x256xbf16, #ttnn_layout11>) -> tensor<2048x1x256xbf16, #ttnn_layout11>
        %46 = "ttnn.point_to_point"(%14) <{receive_coord = array<i64: 0, 0>, send_coord = array<i64: 0, 3>}> : (tensor<2048x1x256xbf16, #ttnn_layout11>) -> tensor<2048x1x256xbf16, #ttnn_layout11>
        %47 = "ttnn.point_to_point"(%15, %46) <{receive_coord = array<i64: 0, 1>, send_coord = array<i64: 0, 3>}> : (tensor<2048x1x256xbf16, #ttnn_layout11>, tensor<2048x1x256xbf16, #ttnn_layout11>) -> tensor<2048x1x256xbf16, #ttnn_layout11>
        %48 = "ttnn.point_to_point"(%16, %47) <{receive_coord = array<i64: 0, 2>, send_coord = array<i64: 0, 3>}> : (tensor<2048x1x256xbf16, #ttnn_layout11>, tensor<2048x1x256xbf16, #ttnn_layout11>) -> tensor<2048x1x256xbf16, #ttnn_layout11>
        %49 = "ttnn.point_to_point"(%17, %48) <{receive_coord = array<i64: 0, 3>, send_coord = array<i64: 0, 3>}> : (tensor<2048x1x256xbf16, #ttnn_layout11>, tensor<2048x1x256xbf16, #ttnn_layout11>) -> tensor<2048x1x256xbf16, #ttnn_layout11>
        %50 = "ttnn.point_to_point"(%18, %49) <{receive_coord = array<i64: 0, 4>, send_coord = array<i64: 0, 3>}> : (tensor<2048x1x256xbf16, #ttnn_layout11>, tensor<2048x1x256xbf16, #ttnn_layout11>) -> tensor<2048x1x256xbf16, #ttnn_layout11>
        %51 = "ttnn.point_to_point"(%19, %50) <{receive_coord = array<i64: 0, 5>, send_coord = array<i64: 0, 3>}> : (tensor<2048x1x256xbf16, #ttnn_layout11>, tensor<2048x1x256xbf16, #ttnn_layout11>) -> tensor<2048x1x256xbf16, #ttnn_layout11>
        %52 = "ttnn.point_to_point"(%20, %51) <{receive_coord = array<i64: 0, 6>, send_coord = array<i64: 0, 3>}> : (tensor<2048x1x256xbf16, #ttnn_layout11>, tensor<2048x1x256xbf16, #ttnn_layout11>) -> tensor<2048x1x256xbf16, #ttnn_layout11>
        %53 = "ttnn.point_to_point"(%21, %52) <{receive_coord = array<i64: 0, 7>, send_coord = array<i64: 0, 3>}> : (tensor<2048x1x256xbf16, #ttnn_layout11>, tensor<2048x1x256xbf16, #ttnn_layout11>) -> tensor<2048x1x256xbf16, #ttnn_layout11>
        %54 = "ttnn.point_to_point"(%14) <{receive_coord = array<i64: 0, 0>, send_coord = array<i64: 0, 4>}> : (tensor<2048x1x256xbf16, #ttnn_layout11>) -> tensor<2048x1x256xbf16, #ttnn_layout11>
        %55 = "ttnn.point_to_point"(%15, %54) <{receive_coord = array<i64: 0, 1>, send_coord = array<i64: 0, 4>}> : (tensor<2048x1x256xbf16, #ttnn_layout11>, tensor<2048x1x256xbf16, #ttnn_layout11>) -> tensor<2048x1x256xbf16, #ttnn_layout11>
        %56 = "ttnn.point_to_point"(%16, %55) <{receive_coord = array<i64: 0, 2>, send_coord = array<i64: 0, 4>}> : (tensor<2048x1x256xbf16, #ttnn_layout11>, tensor<2048x1x256xbf16, #ttnn_layout11>) -> tensor<2048x1x256xbf16, #ttnn_layout11>
        %57 = "ttnn.point_to_point"(%17, %56) <{receive_coord = array<i64: 0, 3>, send_coord = array<i64: 0, 4>}> : (tensor<2048x1x256xbf16, #ttnn_layout11>, tensor<2048x1x256xbf16, #ttnn_layout11>) -> tensor<2048x1x256xbf16, #ttnn_layout11>
        %58 = "ttnn.point_to_point"(%18, %57) <{receive_coord = array<i64: 0, 4>, send_coord = array<i64: 0, 4>}> : (tensor<2048x1x256xbf16, #ttnn_layout11>, tensor<2048x1x256xbf16, #ttnn_layout11>) -> tensor<2048x1x256xbf16, #ttnn_layout11>
        %59 = "ttnn.point_to_point"(%19, %58) <{receive_coord = array<i64: 0, 5>, send_coord = array<i64: 0, 4>}> : (tensor<2048x1x256xbf16, #ttnn_layout11>, tensor<2048x1x256xbf16, #ttnn_layout11>) -> tensor<2048x1x256xbf16, #ttnn_layout11>
        %60 = "ttnn.point_to_point"(%20, %59) <{receive_coord = array<i64: 0, 6>, send_coord = array<i64: 0, 4>}> : (tensor<2048x1x256xbf16, #ttnn_layout11>, tensor<2048x1x256xbf16, #ttnn_layout11>) -> tensor<2048x1x256xbf16, #ttnn_layout11>
        %61 = "ttnn.point_to_point"(%21, %60) <{receive_coord = array<i64: 0, 7>, send_coord = array<i64: 0, 4>}> : (tensor<2048x1x256xbf16, #ttnn_layout11>, tensor<2048x1x256xbf16, #ttnn_layout11>) -> tensor<2048x1x256xbf16, #ttnn_layout11>
        %62 = "ttnn.point_to_point"(%14) <{receive_coord = array<i64: 0, 0>, send_coord = array<i64: 0, 5>}> : (tensor<2048x1x256xbf16, #ttnn_layout11>) -> tensor<2048x1x256xbf16, #ttnn_layout11>
        %63 = "ttnn.point_to_point"(%15, %62) <{receive_coord = array<i64: 0, 1>, send_coord = array<i64: 0, 5>}> : (tensor<2048x1x256xbf16, #ttnn_layout11>, tensor<2048x1x256xbf16, #ttnn_layout11>) -> tensor<2048x1x256xbf16, #ttnn_layout11>
        %64 = "ttnn.point_to_point"(%16, %63) <{receive_coord = array<i64: 0, 2>, send_coord = array<i64: 0, 5>}> : (tensor<2048x1x256xbf16, #ttnn_layout11>, tensor<2048x1x256xbf16, #ttnn_layout11>) -> tensor<2048x1x256xbf16, #ttnn_layout11>
        %65 = "ttnn.point_to_point"(%17, %64) <{receive_coord = array<i64: 0, 3>, send_coord = array<i64: 0, 5>}> : (tensor<2048x1x256xbf16, #ttnn_layout11>, tensor<2048x1x256xbf16, #ttnn_layout11>) -> tensor<2048x1x256xbf16, #ttnn_layout11>
        %66 = "ttnn.point_to_point"(%18, %65) <{receive_coord = array<i64: 0, 4>, send_coord = array<i64: 0, 5>}> : (tensor<2048x1x256xbf16, #ttnn_layout11>, tensor<2048x1x256xbf16, #ttnn_layout11>) -> tensor<2048x1x256xbf16, #ttnn_layout11>
        %67 = "ttnn.point_to_point"(%19, %66) <{receive_coord = array<i64: 0, 5>, send_coord = array<i64: 0, 5>}> : (tensor<2048x1x256xbf16, #ttnn_layout11>, tensor<2048x1x256xbf16, #ttnn_layout11>) -> tensor<2048x1x256xbf16, #ttnn_layout11>
        %68 = "ttnn.point_to_point"(%20, %67) <{receive_coord = array<i64: 0, 6>, send_coord = array<i64: 0, 5>}> : (tensor<2048x1x256xbf16, #ttnn_layout11>, tensor<2048x1x256xbf16, #ttnn_layout11>) -> tensor<2048x1x256xbf16, #ttnn_layout11>
        %69 = "ttnn.point_to_point"(%21, %68) <{receive_coord = array<i64: 0, 7>, send_coord = array<i64: 0, 5>}> : (tensor<2048x1x256xbf16, #ttnn_layout11>, tensor<2048x1x256xbf16, #ttnn_layout11>) -> tensor<2048x1x256xbf16, #ttnn_layout11>
        %70 = "ttnn.point_to_point"(%14) <{receive_coord = array<i64: 0, 0>, send_coord = array<i64: 0, 6>}> : (tensor<2048x1x256xbf16, #ttnn_layout11>) -> tensor<2048x1x256xbf16, #ttnn_layout11>
        %71 = "ttnn.point_to_point"(%15, %70) <{receive_coord = array<i64: 0, 1>, send_coord = array<i64: 0, 6>}> : (tensor<2048x1x256xbf16, #ttnn_layout11>, tensor<2048x1x256xbf16, #ttnn_layout11>) -> tensor<2048x1x256xbf16, #ttnn_layout11>
        %72 = "ttnn.point_to_point"(%16, %71) <{receive_coord = array<i64: 0, 2>, send_coord = array<i64: 0, 6>}> : (tensor<2048x1x256xbf16, #ttnn_layout11>, tensor<2048x1x256xbf16, #ttnn_layout11>) -> tensor<2048x1x256xbf16, #ttnn_layout11>
        %73 = "ttnn.point_to_point"(%17, %72) <{receive_coord = array<i64: 0, 3>, send_coord = array<i64: 0, 6>}> : (tensor<2048x1x256xbf16, #ttnn_layout11>, tensor<2048x1x256xbf16, #ttnn_layout11>) -> tensor<2048x1x256xbf16, #ttnn_layout11>
        %74 = "ttnn.point_to_point"(%18, %73) <{receive_coord = array<i64: 0, 4>, send_coord = array<i64: 0, 6>}> : (tensor<2048x1x256xbf16, #ttnn_layout11>, tensor<2048x1x256xbf16, #ttnn_layout11>) -> tensor<2048x1x256xbf16, #ttnn_layout11>
        %75 = "ttnn.point_to_point"(%19, %74) <{receive_coord = array<i64: 0, 5>, send_coord = array<i64: 0, 6>}> : (tensor<2048x1x256xbf16, #ttnn_layout11>, tensor<2048x1x256xbf16, #ttnn_layout11>) -> tensor<2048x1x256xbf16, #ttnn_layout11>
        %76 = "ttnn.point_to_point"(%20, %75) <{receive_coord = array<i64: 0, 6>, send_coord = array<i64: 0, 6>}> : (tensor<2048x1x256xbf16, #ttnn_layout11>, tensor<2048x1x256xbf16, #ttnn_layout11>) -> tensor<2048x1x256xbf16, #ttnn_layout11>
        %77 = "ttnn.point_to_point"(%21, %76) <{receive_coord = array<i64: 0, 7>, send_coord = array<i64: 0, 6>}> : (tensor<2048x1x256xbf16, #ttnn_layout11>, tensor<2048x1x256xbf16, #ttnn_layout11>) -> tensor<2048x1x256xbf16, #ttnn_layout11>
        %78 = "ttnn.point_to_point"(%14) <{receive_coord = array<i64: 0, 0>, send_coord = array<i64: 0, 7>}> : (tensor<2048x1x256xbf16, #ttnn_layout11>) -> tensor<2048x1x256xbf16, #ttnn_layout11>
        %79 = "ttnn.point_to_point"(%15, %78) <{receive_coord = array<i64: 0, 1>, send_coord = array<i64: 0, 7>}> : (tensor<2048x1x256xbf16, #ttnn_layout11>, tensor<2048x1x256xbf16, #ttnn_layout11>) -> tensor<2048x1x256xbf16, #ttnn_layout11>
        %80 = "ttnn.point_to_point"(%16, %79) <{receive_coord = array<i64: 0, 2>, send_coord = array<i64: 0, 7>}> : (tensor<2048x1x256xbf16, #ttnn_layout11>, tensor<2048x1x256xbf16, #ttnn_layout11>) -> tensor<2048x1x256xbf16, #ttnn_layout11>
        %81 = "ttnn.point_to_point"(%17, %80) <{receive_coord = array<i64: 0, 3>, send_coord = array<i64: 0, 7>}> : (tensor<2048x1x256xbf16, #ttnn_layout11>, tensor<2048x1x256xbf16, #ttnn_layout11>) -> tensor<2048x1x256xbf16, #ttnn_layout11>
        %82 = "ttnn.point_to_point"(%18, %81) <{receive_coord = array<i64: 0, 4>, send_coord = array<i64: 0, 7>}> : (tensor<2048x1x256xbf16, #ttnn_layout11>, tensor<2048x1x256xbf16, #ttnn_layout11>) -> tensor<2048x1x256xbf16, #ttnn_layout11>
        %83 = "ttnn.point_to_point"(%19, %82) <{receive_coord = array<i64: 0, 5>, send_coord = array<i64: 0, 7>}> : (tensor<2048x1x256xbf16, #ttnn_layout11>, tensor<2048x1x256xbf16, #ttnn_layout11>) -> tensor<2048x1x256xbf16, #ttnn_layout11>
        %84 = "ttnn.point_to_point"(%20, %83) <{receive_coord = array<i64: 0, 6>, send_coord = array<i64: 0, 7>}> : (tensor<2048x1x256xbf16, #ttnn_layout11>, tensor<2048x1x256xbf16, #ttnn_layout11>) -> tensor<2048x1x256xbf16, #ttnn_layout11>
        %85 = "ttnn.point_to_point"(%21, %84) <{receive_coord = array<i64: 0, 7>, send_coord = array<i64: 0, 7>}> : (tensor<2048x1x256xbf16, #ttnn_layout11>, tensor<2048x1x256xbf16, #ttnn_layout11>) -> tensor<2048x1x256xbf16, #ttnn_layout11>
        %86 = "ttnn.concat"(%29, %37, %45, %53, %61, %69, %77, %85) <{dim = 1 : si32}> : (tensor<2048x1x256xbf16, #ttnn_layout11>, tensor<2048x1x256xbf16, #ttnn_layout11>, tensor<2048x1x256xbf16, #ttnn_layout11>, tensor<2048x1x256xbf16, #ttnn_layout11>, tensor<2048x1x256xbf16, #ttnn_layout11>, tensor<2048x1x256xbf16, #ttnn_layout11>, tensor<2048x1x256xbf16, #ttnn_layout11>, tensor<2048x1x256xbf16, #ttnn_layout11>) -> tensor<2048x8x256xbf16, #ttnn_layout11>
        %87 = "ttnn.slice_static"(%86) <{begins = [0 : i32, 0 : i32, 0 : i32], ends = [2048 : i32, 1 : i32, 256 : i32], step = [1 : i32, 1 : i32, 1 : i32]}> : (tensor<2048x8x256xbf16, #ttnn_layout11>) -> tensor<2048x1x256xbf16, #ttnn_layout11>
        %88 = "ttnn.reshape"(%87) <{shape = [2048 : i32, 256 : i32]}> : (tensor<2048x1x256xbf16, #ttnn_layout11>) -> tensor<2048x256xbf16, #ttnn_layout5>
        %89 = "ttnn.reshape"(%arg0) <{shape = [8 : i32, 256 : i32]}> : (tensor<2048xbf16, #ttnn_layout2>) -> tensor<8x256xbf16, #ttnn_layout8>
        %90 = "ttnn.slice_static"(%89) <{begins = [0 : i32, 0 : i32], ends = [1 : i32, 256 : i32], step = [1 : i32, 1 : i32]}> : (tensor<8x256xbf16, #ttnn_layout8>) -> tensor<1x256xbf16, #ttnn_layout8>
        %91 = "ttnn.slice_static"(%89) <{begins = [1 : i32, 0 : i32], ends = [2 : i32, 256 : i32], step = [1 : i32, 1 : i32]}> : (tensor<8x256xbf16, #ttnn_layout8>) -> tensor<1x256xbf16, #ttnn_layout8>
        %92 = "ttnn.slice_static"(%89) <{begins = [2 : i32, 0 : i32], ends = [3 : i32, 256 : i32], step = [1 : i32, 1 : i32]}> : (tensor<8x256xbf16, #ttnn_layout8>) -> tensor<1x256xbf16, #ttnn_layout8>
        %93 = "ttnn.slice_static"(%89) <{begins = [3 : i32, 0 : i32], ends = [4 : i32, 256 : i32], step = [1 : i32, 1 : i32]}> : (tensor<8x256xbf16, #ttnn_layout8>) -> tensor<1x256xbf16, #ttnn_layout8>
        %94 = "ttnn.slice_static"(%89) <{begins = [4 : i32, 0 : i32], ends = [5 : i32, 256 : i32], step = [1 : i32, 1 : i32]}> : (tensor<8x256xbf16, #ttnn_layout8>) -> tensor<1x256xbf16, #ttnn_layout8>
        %95 = "ttnn.slice_static"(%89) <{begins = [5 : i32, 0 : i32], ends = [6 : i32, 256 : i32], step = [1 : i32, 1 : i32]}> : (tensor<8x256xbf16, #ttnn_layout8>) -> tensor<1x256xbf16, #ttnn_layout8>
        %96 = "ttnn.slice_static"(%89) <{begins = [6 : i32, 0 : i32], ends = [7 : i32, 256 : i32], step = [1 : i32, 1 : i32]}> : (tensor<8x256xbf16, #ttnn_layout8>) -> tensor<1x256xbf16, #ttnn_layout8>
        %97 = "ttnn.slice_static"(%89) <{begins = [7 : i32, 0 : i32], ends = [8 : i32, 256 : i32], step = [1 : i32, 1 : i32]}> : (tensor<8x256xbf16, #ttnn_layout8>) -> tensor<1x256xbf16, #ttnn_layout8>
        %98 = "ttnn.point_to_point"(%90) <{receive_coord = array<i64: 0, 0>, send_coord = array<i64: 0, 0>}> : (tensor<1x256xbf16, #ttnn_layout8>) -> tensor<1x256xbf16, #ttnn_layout8>
        %99 = "ttnn.point_to_point"(%91, %98) <{receive_coord = array<i64: 0, 1>, send_coord = array<i64: 0, 0>}> : (tensor<1x256xbf16, #ttnn_layout8>, tensor<1x256xbf16, #ttnn_layout8>) -> tensor<1x256xbf16, #ttnn_layout8>
        %100 = "ttnn.point_to_point"(%92, %99) <{receive_coord = array<i64: 0, 2>, send_coord = array<i64: 0, 0>}> : (tensor<1x256xbf16, #ttnn_layout8>, tensor<1x256xbf16, #ttnn_layout8>) -> tensor<1x256xbf16, #ttnn_layout8>
        %101 = "ttnn.point_to_point"(%93, %100) <{receive_coord = array<i64: 0, 3>, send_coord = array<i64: 0, 0>}> : (tensor<1x256xbf16, #ttnn_layout8>, tensor<1x256xbf16, #ttnn_layout8>) -> tensor<1x256xbf16, #ttnn_layout8>
        %102 = "ttnn.point_to_point"(%94, %101) <{receive_coord = array<i64: 0, 4>, send_coord = array<i64: 0, 0>}> : (tensor<1x256xbf16, #ttnn_layout8>, tensor<1x256xbf16, #ttnn_layout8>) -> tensor<1x256xbf16, #ttnn_layout8>
        %103 = "ttnn.point_to_point"(%95, %102) <{receive_coord = array<i64: 0, 5>, send_coord = array<i64: 0, 0>}> : (tensor<1x256xbf16, #ttnn_layout8>, tensor<1x256xbf16, #ttnn_layout8>) -> tensor<1x256xbf16, #ttnn_layout8>
        %104 = "ttnn.point_to_point"(%96, %103) <{receive_coord = array<i64: 0, 6>, send_coord = array<i64: 0, 0>}> : (tensor<1x256xbf16, #ttnn_layout8>, tensor<1x256xbf16, #ttnn_layout8>) -> tensor<1x256xbf16, #ttnn_layout8>
        %105 = "ttnn.point_to_point"(%97, %104) <{receive_coord = array<i64: 0, 7>, send_coord = array<i64: 0, 0>}> : (tensor<1x256xbf16, #ttnn_layout8>, tensor<1x256xbf16, #ttnn_layout8>) -> tensor<1x256xbf16, #ttnn_layout8>
        %106 = "ttnn.point_to_point"(%90) <{receive_coord = array<i64: 0, 0>, send_coord = array<i64: 0, 1>}> : (tensor<1x256xbf16, #ttnn_layout8>) -> tensor<1x256xbf16, #ttnn_layout8>
        %107 = "ttnn.point_to_point"(%91, %106) <{receive_coord = array<i64: 0, 1>, send_coord = array<i64: 0, 1>}> : (tensor<1x256xbf16, #ttnn_layout8>, tensor<1x256xbf16, #ttnn_layout8>) -> tensor<1x256xbf16, #ttnn_layout8>
        %108 = "ttnn.point_to_point"(%92, %107) <{receive_coord = array<i64: 0, 2>, send_coord = array<i64: 0, 1>}> : (tensor<1x256xbf16, #ttnn_layout8>, tensor<1x256xbf16, #ttnn_layout8>) -> tensor<1x256xbf16, #ttnn_layout8>
        %109 = "ttnn.point_to_point"(%93, %108) <{receive_coord = array<i64: 0, 3>, send_coord = array<i64: 0, 1>}> : (tensor<1x256xbf16, #ttnn_layout8>, tensor<1x256xbf16, #ttnn_layout8>) -> tensor<1x256xbf16, #ttnn_layout8>
        %110 = "ttnn.point_to_point"(%94, %109) <{receive_coord = array<i64: 0, 4>, send_coord = array<i64: 0, 1>}> : (tensor<1x256xbf16, #ttnn_layout8>, tensor<1x256xbf16, #ttnn_layout8>) -> tensor<1x256xbf16, #ttnn_layout8>
        %111 = "ttnn.point_to_point"(%95, %110) <{receive_coord = array<i64: 0, 5>, send_coord = array<i64: 0, 1>}> : (tensor<1x256xbf16, #ttnn_layout8>, tensor<1x256xbf16, #ttnn_layout8>) -> tensor<1x256xbf16, #ttnn_layout8>
        %112 = "ttnn.point_to_point"(%96, %111) <{receive_coord = array<i64: 0, 6>, send_coord = array<i64: 0, 1>}> : (tensor<1x256xbf16, #ttnn_layout8>, tensor<1x256xbf16, #ttnn_layout8>) -> tensor<1x256xbf16, #ttnn_layout8>
        %113 = "ttnn.point_to_point"(%97, %112) <{receive_coord = array<i64: 0, 7>, send_coord = array<i64: 0, 1>}> : (tensor<1x256xbf16, #ttnn_layout8>, tensor<1x256xbf16, #ttnn_layout8>) -> tensor<1x256xbf16, #ttnn_layout8>
        %114 = "ttnn.point_to_point"(%90) <{receive_coord = array<i64: 0, 0>, send_coord = array<i64: 0, 2>}> : (tensor<1x256xbf16, #ttnn_layout8>) -> tensor<1x256xbf16, #ttnn_layout8>
        %115 = "ttnn.point_to_point"(%91, %114) <{receive_coord = array<i64: 0, 1>, send_coord = array<i64: 0, 2>}> : (tensor<1x256xbf16, #ttnn_layout8>, tensor<1x256xbf16, #ttnn_layout8>) -> tensor<1x256xbf16, #ttnn_layout8>
        %116 = "ttnn.point_to_point"(%92, %115) <{receive_coord = array<i64: 0, 2>, send_coord = array<i64: 0, 2>}> : (tensor<1x256xbf16, #ttnn_layout8>, tensor<1x256xbf16, #ttnn_layout8>) -> tensor<1x256xbf16, #ttnn_layout8>
        %117 = "ttnn.point_to_point"(%93, %116) <{receive_coord = array<i64: 0, 3>, send_coord = array<i64: 0, 2>}> : (tensor<1x256xbf16, #ttnn_layout8>, tensor<1x256xbf16, #ttnn_layout8>) -> tensor<1x256xbf16, #ttnn_layout8>
        %118 = "ttnn.point_to_point"(%94, %117) <{receive_coord = array<i64: 0, 4>, send_coord = array<i64: 0, 2>}> : (tensor<1x256xbf16, #ttnn_layout8>, tensor<1x256xbf16, #ttnn_layout8>) -> tensor<1x256xbf16, #ttnn_layout8>
        %119 = "ttnn.point_to_point"(%95, %118) <{receive_coord = array<i64: 0, 5>, send_coord = array<i64: 0, 2>}> : (tensor<1x256xbf16, #ttnn_layout8>, tensor<1x256xbf16, #ttnn_layout8>) -> tensor<1x256xbf16, #ttnn_layout8>
        %120 = "ttnn.point_to_point"(%96, %119) <{receive_coord = array<i64: 0, 6>, send_coord = array<i64: 0, 2>}> : (tensor<1x256xbf16, #ttnn_layout8>, tensor<1x256xbf16, #ttnn_layout8>) -> tensor<1x256xbf16, #ttnn_layout8>
        %121 = "ttnn.point_to_point"(%97, %120) <{receive_coord = array<i64: 0, 7>, send_coord = array<i64: 0, 2>}> : (tensor<1x256xbf16, #ttnn_layout8>, tensor<1x256xbf16, #ttnn_layout8>) -> tensor<1x256xbf16, #ttnn_layout8>
        %122 = "ttnn.point_to_point"(%90) <{receive_coord = array<i64: 0, 0>, send_coord = array<i64: 0, 3>}> : (tensor<1x256xbf16, #ttnn_layout8>) -> tensor<1x256xbf16, #ttnn_layout8>
        %123 = "ttnn.point_to_point"(%91, %122) <{receive_coord = array<i64: 0, 1>, send_coord = array<i64: 0, 3>}> : (tensor<1x256xbf16, #ttnn_layout8>, tensor<1x256xbf16, #ttnn_layout8>) -> tensor<1x256xbf16, #ttnn_layout8>
        %124 = "ttnn.point_to_point"(%92, %123) <{receive_coord = array<i64: 0, 2>, send_coord = array<i64: 0, 3>}> : (tensor<1x256xbf16, #ttnn_layout8>, tensor<1x256xbf16, #ttnn_layout8>) -> tensor<1x256xbf16, #ttnn_layout8>
        %125 = "ttnn.point_to_point"(%93, %124) <{receive_coord = array<i64: 0, 3>, send_coord = array<i64: 0, 3>}> : (tensor<1x256xbf16, #ttnn_layout8>, tensor<1x256xbf16, #ttnn_layout8>) -> tensor<1x256xbf16, #ttnn_layout8>
        %126 = "ttnn.point_to_point"(%94, %125) <{receive_coord = array<i64: 0, 4>, send_coord = array<i64: 0, 3>}> : (tensor<1x256xbf16, #ttnn_layout8>, tensor<1x256xbf16, #ttnn_layout8>) -> tensor<1x256xbf16, #ttnn_layout8>
        %127 = "ttnn.point_to_point"(%95, %126) <{receive_coord = array<i64: 0, 5>, send_coord = array<i64: 0, 3>}> : (tensor<1x256xbf16, #ttnn_layout8>, tensor<1x256xbf16, #ttnn_layout8>) -> tensor<1x256xbf16, #ttnn_layout8>
        %128 = "ttnn.point_to_point"(%96, %127) <{receive_coord = array<i64: 0, 6>, send_coord = array<i64: 0, 3>}> : (tensor<1x256xbf16, #ttnn_layout8>, tensor<1x256xbf16, #ttnn_layout8>) -> tensor<1x256xbf16, #ttnn_layout8>
        %129 = "ttnn.point_to_point"(%97, %128) <{receive_coord = array<i64: 0, 7>, send_coord = array<i64: 0, 3>}> : (tensor<1x256xbf16, #ttnn_layout8>, tensor<1x256xbf16, #ttnn_layout8>) -> tensor<1x256xbf16, #ttnn_layout8>
        %130 = "ttnn.point_to_point"(%90) <{receive_coord = array<i64: 0, 0>, send_coord = array<i64: 0, 4>}> : (tensor<1x256xbf16, #ttnn_layout8>) -> tensor<1x256xbf16, #ttnn_layout8>
        %131 = "ttnn.point_to_point"(%91, %130) <{receive_coord = array<i64: 0, 1>, send_coord = array<i64: 0, 4>}> : (tensor<1x256xbf16, #ttnn_layout8>, tensor<1x256xbf16, #ttnn_layout8>) -> tensor<1x256xbf16, #ttnn_layout8>
